Player_Name,Kaggle_Match_Name,City,Sample_Innings,Sample_Balls,Confidence_Weight,Overall_SR,City_SR,City_Baseline_SR,City_Deviation,Overall_Avg,City_Avg,Overall_Boundary_Pct
Glenn Phillips,Glenn Phillips,Hyderabad,3,11,0.0,118.18,118.18,130.53,0.0,9.29,4.33,73.85
Glenn Phillips,Glenn Phillips,Jaipur,1,7,0.0,118.18,357.14,127.06,0.0,9.29,25.0,73.85
Glenn Phillips,Glenn Phillips,Mumbai,1,4,0.0,118.18,25.0,115.79,0.0,9.29,1.0,73.85
Hardik Pandya,Hardik Pandya,Ahmedabad,10,356,0.95,133.1,129.21,117.77,-0.041,28.24,32.86,56.99
Hardik Pandya,Hardik Pandya,Chennai,1,7,0.0,133.1,114.29,110.29,0.0,28.24,8.0,56.99
Hardik Pandya,Hardik Pandya,Delhi,2,29,0.0,133.1,182.76,139.7,0.0,28.24,26.5,56.99
Hardik Pandya,Hardik Pandya,Hyderabad,1,20,0.0,133.1,120.0,130.53,0.0,28.24,24.0,56.99
Hardik Pandya,Hardik Pandya,Jaipur,2,25,0.0,133.1,196.0,127.06,0.0,28.24,49.0,56.99
Hardik Pandya,Hardik Pandya,Kolkata,2,51,0.336,133.1,137.25,139.66,0.031,28.24,70.0,56.99
Hardik Pandya,Hardik Pandya,Lucknow,2,51,0.336,133.1,129.41,112.83,-0.042,28.24,33.0,56.99
Hardik Pandya,Hardik Pandya,Mohali,1,11,0.0,133.1,109.09,145.91,0.0,28.24,12.0,56.99
Hardik Pandya,Hardik Pandya,Mullanpur,1,6,0.0,133.1,166.67,135.45,0.0,28.24,10.0,56.99
Hardik Pandya,Hardik Pandya,Mumbai,17,516,0.95,133.1,137.98,115.79,0.053,28.24,50.86,56.99
Hardik Pandya,Hardik Pandya,Pune,2,40,0.311,133.1,105.0,116.06,-0.303,28.24,21.0,56.99
Harpreet Brar,Harpreet Brar,Ahmedabad,1,6,0.0,120.34,66.67,117.77,0.0,21.3,0.0,54.46
Harpreet Brar,Harpreet Brar,Bengaluru,1,3,0.0,120.34,133.33,133.24,0.0,21.3,0.0,54.46
Harpreet Brar,Harpreet Brar,Delhi,1,5,0.0,120.34,40.0,139.7,0.0,21.3,2.0,54.46
Harpreet Brar,Harpreet Brar,Dharamsala,1,13,0.0,120.34,130.77,129.46,0.0,21.3,0.0,54.46
Harpreet Brar,Harpreet Brar,Hyderabad,1,2,0.0,120.34,50.0,130.53,0.0,21.3,1.0,54.46
Harpreet Brar,Harpreet Brar,Kolkata,1,9,0.0,120.34,200.0,139.66,0.0,21.3,0.0,54.46
Harpreet Brar,Harpreet Brar,Lucknow,1,4,0.0,120.34,150.0,112.83,0.0,21.3,6.0,54.46
Harpreet Brar,Harpreet Brar,Mohali,2,17,0.0,120.34,123.53,145.91,0.0,21.3,21.0,54.46
Harpreet Brar,Harpreet Brar,Mullanpur,4,40,0.311,120.34,152.5,135.45,0.254,21.3,30.5,54.46
Harpreet Brar,Harpreet Brar,Mumbai,3,27,0.0,120.34,85.19,115.79,0.0,21.3,5.75,54.46
Harry Brook,Harry Brook,Chennai,1,13,0.0,123.38,138.46,110.29,0.0,21.11,18.0,61.05
Harry Brook,Harry Brook,Delhi,1,2,0.0,123.38,0.0,139.7,0.0,21.11,0.0,61.05
Harry Brook,Harry Brook,Hyderabad,6,81,0.663,123.38,90.12,130.53,-0.283,21.11,14.6,61.05
Harry Brook,Harry Brook,Kolkata,1,58,0.372,123.38,186.21,139.66,0.467,21.11,0.0,61.05
Harry Brook,Harry Brook,Lucknow,1,4,0.0,123.38,75.0,112.83,0.0,21.11,3.0,61.05
Harry Brook,Harry Brook,Mumbai,1,1,0.0,123.38,0.0,115.79,0.0,21.11,0.0,61.05
Harshal Patel,Harshal Patel,Ahmedabad,1,4,0.0,110.0,50.0,117.77,0.0,8.64,1.0,66.12
Harshal Patel,Harshal Patel,Bengaluru,1,4,0.0,110.0,175.0,133.24,0.0,8.64,7.0,66.12
Harshal Patel,Harshal Patel,Dharamsala,2,14,0.0,110.0,85.71,129.46,0.0,8.64,6.0,66.12
Harshal Patel,Harshal Patel,Kolkata,1,2,0.0,110.0,0.0,139.66,0.0,8.64,0.0,66.12
Harshal Patel,Harshal Patel,Mullanpur,2,5,0.0,110.0,20.0,135.45,0.0,8.64,1.0,66.12
Harshal Patel,Harshal Patel,Mumbai,4,33,0.305,110.0,139.39,115.79,0.318,8.64,23.0,66.12
Harshal Patel,Harshal Patel,Pune,1,12,0.0,110.0,75.0,116.06,0.0,8.64,9.0,66.12
Heinrich Klaasen,Heinrich Klaasen,Ahmedabad,2,118,0.845,180.92,152.54,117.77,-0.297,46.29,45.0,65.06
Heinrich Klaasen,Heinrich Klaasen,Bengaluru,1,35,0.306,180.92,208.57,133.24,0.226,46.29,73.0,65.06
Heinrich Klaasen,Heinrich Klaasen,Chennai,2,38,0.309,180.92,100.0,110.29,-0.965,46.29,19.0,65.06
Heinrich Klaasen,Heinrich Klaasen,Delhi,2,37,0.308,180.92,189.19,139.7,0.061,46.29,70.0,65.06
Heinrich Klaasen,Heinrich Klaasen,Hyderabad,9,198,0.928,180.92,188.38,130.53,0.063,46.29,62.17,65.06
Heinrich Klaasen,Heinrich Klaasen,Jaipur,1,12,0.0,180.92,216.67,127.06,0.0,46.29,26.0,65.06
Heinrich Klaasen,Heinrich Klaasen,Kolkata,2,34,0.306,180.92,214.71,139.66,0.251,46.29,73.0,65.06
Heinrich Klaasen,Heinrich Klaasen,Mullanpur,1,9,0.0,180.92,100.0,135.45,0.0,46.29,9.0,65.06
Heinrich Klaasen,Heinrich Klaasen,Mumbai,2,17,0.0,180.92,129.41,115.79,0.0,46.29,11.0,65.06
Ishan Kishan,Ishan Kishan,Ahmedabad,2,50,0.332,132.23,52.0,117.77,-0.839,27.52,6.5,65.4
Ishan Kishan,Ishan Kishan,Bengaluru,1,13,0.0,132.23,76.92,133.24,0.0,27.52,10.0,65.4
Ishan Kishan,Ishan Kishan,Chennai,2,21,0.0,132.23,104.76,110.29,0.0,27.52,11.0,65.4
Ishan Kishan,Ishan Kishan,Delhi,2,41,0.312,132.23,129.27,139.7,-0.022,27.52,26.5,65.4
Ishan Kishan,Ishan Kishan,Hyderabad,2,44,0.317,132.23,172.73,130.53,0.345,27.52,38.0,65.4
Ishan Kishan,Ishan Kishan,Jaipur,1,3,0.0,132.23,0.0,127.06,0.0,27.52,0.0,65.4
Ishan Kishan,Ishan Kishan,Lucknow,2,79,0.635,132.23,121.52,112.83,-0.122,27.52,48.0,65.4
Ishan Kishan,Ishan Kishan,Mohali,1,41,0.312,132.23,182.93,145.91,0.345,27.52,75.0,65.4
Ishan Kishan,Ishan Kishan,Mullanpur,1,8,0.0,132.23,100.0,135.45,0.0,27.52,8.0,65.4
Ishan Kishan,Ishan Kishan,Mumbai,23,615,0.95,132.23,142.44,115.79,0.11,27.52,33.69,65.4
Ishan Kishan,Ishan Kishan,Pune,3,56,0.359,132.23,78.57,116.06,-0.578,27.52,14.67,65.4
Jake Fraser-McGurk,Jake Fraser-McGurk,Ahmedabad,1,22,0.0,235.88,200.0,117.77,0.0,44.14,22.0,89.32
Jake Fraser-McGurk,Jake Fraser-McGurk,Delhi,4,82,0.677,235.88,275.61,139.7,0.295,44.14,56.5,89.32
Jake Fraser-McGurk,Jake Fraser-McGurk,Kolkata,1,7,0.0,235.88,200.0,139.66,0.0,44.14,14.0,89.32
Jake Fraser-McGurk,Jake Fraser-McGurk,Lucknow,1,38,0.309,235.88,165.79,112.83,-0.798,44.14,63.0,89.32
Jitesh Sharma,Jitesh Sharma,Ahmedabad,1,16,0.0,151.91,200.0,117.77,0.0,22.53,16.0,66.57
Jitesh Sharma,Jitesh Sharma,Bengaluru,1,20,0.0,151.91,135.0,133.24,0.0,22.53,27.0,66.57
Jitesh Sharma,Jitesh Sharma,Chennai,1,12,0.0,151.91,191.67,110.29,0.0,22.53,23.0,66.57
Jitesh Sharma,Jitesh Sharma,Delhi,1,5,0.0,151.91,100.0,139.7,0.0,22.53,5.0,66.57
Jitesh Sharma,Jitesh Sharma,Dharamsala,3,33,0.305,151.91,148.48,129.46,-0.03,22.53,16.33,66.57
Jitesh Sharma,Jitesh Sharma,Guwahati,1,17,0.0,151.91,164.71,105.94,0.0,22.53,28.0,66.57
Jitesh Sharma,Jitesh Sharma,Hyderabad,1,9,0.0,151.91,44.44,130.53,0.0,22.53,4.0,66.57
Jitesh Sharma,Jitesh Sharma,Kolkata,1,19,0.0,151.91,115.79,139.66,0.0,22.53,22.0,66.57
Jitesh Sharma,Jitesh Sharma,Lucknow,2,14,0.0,151.91,64.29,112.83,0.0,22.53,4.5,66.57
Jitesh Sharma,Jitesh Sharma,Mohali,5,100,0.818,151.91,172.0,145.91,0.137,22.53,43.0,66.57
Jitesh Sharma,Jitesh Sharma,Mullanpur,5,68,0.473,151.91,120.59,135.45,-0.248,22.53,16.4,66.57
Jitesh Sharma,Jitesh Sharma,Mumbai,9,170,0.9,151.91,156.47,115.79,0.049,22.53,29.56,66.57
Jitesh Sharma,Jitesh Sharma,Pune,2,21,0.0,151.91,166.67,116.06,0.0,22.53,35.0,66.57
Jonny Bairstow,Jonny Bairstow,Ahmedabad,1,26,0.0,150.1,176.92,117.77,0.0,30.19,23.0,72.87
Jonny Bairstow,Jonny Bairstow,Bengaluru,1,6,0.0,150.1,150.0,133.24,0.0,30.19,9.0,72.87
Jonny Bairstow,Jonny Bairstow,Chennai,1,30,0.304,150.1,153.33,110.29,0.039,30.19,46.0,72.87
Jonny Bairstow,Jonny Bairstow,Dharamsala,2,24,0.0,150.1,150.0,129.46,0.0,30.19,18.0,72.87
Jonny Bairstow,Jonny Bairstow,Kolkata,1,48,0.326,150.1,227.08,139.66,0.572,30.19,109.0,72.87
Jonny Bairstow,Jonny Bairstow,Lucknow,1,29,0.0,150.1,144.83,112.83,0.0,30.19,42.0,72.87
Jonny Bairstow,Jonny Bairstow,Mullanpur,3,25,0.0,150.1,96.0,135.45,0.0,30.19,12.0,72.87
Jonny Bairstow,Jonny Bairstow,Mumbai,8,165,0.895,150.1,150.91,115.79,0.009,30.19,22.64,72.87
Jonny Bairstow,Jonny Bairstow,Pune,2,43,0.315,150.1,113.95,116.06,-0.389,30.19,24.5,72.87
Jos Buttler,Jos Buttler,Ahmedabad,3,200,0.93,146.94,145.0,117.77,-0.02,41.98,72.5,67.57
Jos Buttler,Jos Buttler,Bengaluru,1,2,0.0,146.94,0.0,133.24,0.0,41.98,0.0,67.57
Jos Buttler,Jos Buttler,Chennai,1,38,0.309,146.94,152.63,110.29,0.068,41.98,58.0,67.57
Jos Buttler,Jos Buttler,Delhi,1,18,0.0,146.94,111.11,139.7,0.0,41.98,20.0,67.57
Jos Buttler,Jos Buttler,Dharamsala,1,4,0.0,146.94,0.0,129.46,0.0,41.98,0.0,67.57
Jos Buttler,Jos Buttler,Guwahati,2,62,0.405,146.94,159.68,105.94,0.165,41.98,49.5,67.57
Jos Buttler,Jos Buttler,Hyderabad,2,23,0.0,146.94,234.78,130.53,0.0,41.98,27.0,67.57
Jos Buttler,Jos Buttler,Jaipur,10,257,0.95,146.94,140.47,127.06,-0.058,41.98,36.1,67.57
Jos Buttler,Jos Buttler,Kolkata,3,125,0.855,146.94,172.8,139.66,0.192,41.98,72.0,67.57
Jos Buttler,Jos Buttler,Lucknow,1,18,0.0,146.94,194.44,112.83,0.0,41.98,35.0,67.57
Jos Buttler,Jos Buttler,Mumbai,14,608,0.95,146.94,145.72,115.79,-0.013,41.98,52.12,67.57
Jos Buttler,Jos Buttler,Pune,2,37,0.308,146.94,121.62,116.06,-0.273,41.98,22.5,67.57
KL Rahul,KL Rahul,Bengaluru,2,35,0.306,132.97,111.43,133.24,-0.176,47.05,19.5,57.09
KL Rahul,KL Rahul,Chennai,2,32,0.305,132.97,115.62,110.29,-0.207,47.05,18.5,57.09
KL Rahul,KL Rahul,Hyderabad,1,33,0.305,132.97,90.91,130.53,-0.358,47.05,30.0,57.09
KL Rahul,KL Rahul,Jaipur,2,77,0.605,132.97,137.66,127.06,0.042,47.05,53.0,57.09
KL Rahul,KL Rahul,Kolkata,2,88,0.745,132.97,138.64,139.66,0.042,47.05,61.0,57.09
KL Rahul,KL Rahul,Lucknow,12,385,0.95,132.97,133.25,112.83,0.003,47.05,46.64,57.09
KL Rahul,KL Rahul,Mohali,1,9,0.0,132.97,133.33,145.91,0.0,47.05,12.0,57.09
KL Rahul,KL Rahul,Mumbai,11,537,0.95,132.97,140.04,115.79,0.076,47.05,68.36,57.09
KL Rahul,KL Rahul,Pune,2,28,0.0,132.97,67.86,116.06,0.0,47.05,9.5,57.09
Karun Nair,Karun Nair,Mumbai,2,18,0.0,88.89,94.44,115.79,0.0,8.0,8.5,25.0
Krunal Pandya,Krunal Pandya,Ahmedabad,1,2,0.0,120.51,0.0,117.77,0.0,19.28,0.0,49.27
Krunal Pandya,Krunal Pandya,Bengaluru,1,2,0.0,120.51,0.0,133.24,0.0,19.28,0.0,49.27
Krunal Pandya,Krunal Pandya,Chennai,2,20,0.0,120.51,90.0,110.29,0.0,19.28,9.0,49.27
Krunal Pandya,Krunal Pandya,Hyderabad,1,21,0.0,120.51,114.29,130.53,0.0,19.28,24.0,49.27
Krunal Pandya,Krunal Pandya,Jaipur,2,8,0.0,120.51,125.0,127.06,0.0,19.28,10.0,49.27
Krunal Pandya,Krunal Pandya,Kolkata,3,16,0.0,120.51,100.0,139.66,0.0,19.28,8.0,49.27
Krunal Pandya,Krunal Pandya,Lucknow,12,182,0.912,120.51,129.67,112.83,0.104,19.28,33.71,49.27
Krunal Pandya,Krunal Pandya,Mumbai,9,151,0.881,120.51,144.37,115.79,0.258,19.28,31.14,49.27
Krunal Pandya,Krunal Pandya,Pune,3,39,0.31,120.51,97.44,116.06,-0.248,19.28,9.5,49.27
Kumar Kushagra,Kumar Kushagra,Kolkata,1,3,0.0,25.0,33.33,139.66,0.0,0.5,1.0,0.0
Kumar Kushagra,Kumar Kushagra,Mumbai,1,1,0.0,25.0,0.0,115.79,0.0,0.5,0.0,0.0
Liam Livingstone,Liam Livingstone,Bengaluru,1,14,0.0,160.79,128.57,133.24,0.0,26.72,18.0,68.65
Liam Livingstone,Liam Livingstone,Chennai,1,24,0.0,160.79,187.5,110.29,0.0,26.72,45.0,68.65
Liam Livingstone,Liam Livingstone,Delhi,1,5,0.0,160.79,80.0,139.7,0.0,26.72,4.0,68.65
Liam Livingstone,Liam Livingstone,Dharamsala,2,15,0.0,160.79,60.0,129.46,0.0,26.72,4.5,68.65
Liam Livingstone,Liam Livingstone,Kolkata,1,9,0.0,160.79,177.78,139.66,0.0,26.72,16.0,68.65
Liam Livingstone,Liam Livingstone,Lucknow,1,18,0.0,160.79,161.11,112.83,0.0,26.72,0.0,68.65
Liam Livingstone,Liam Livingstone,Mohali,3,59,0.38,160.79,186.44,145.91,0.175,26.72,55.0,68.65
Liam Livingstone,Liam Livingstone,Mullanpur,4,48,0.326,160.79,143.75,135.45,-0.135,26.72,34.5,68.65
Liam Livingstone,Liam Livingstone,Mumbai,13,319,0.95,160.79,181.19,115.79,0.221,26.72,44.46,68.65
Liam Livingstone,Liam Livingstone,Pune,2,19,0.0,160.79,105.26,116.06,0.0,26.72,10.0,68.65
M Shahrukh Khan,M Shahrukh Khan,Ahmedabad,3,72,0.53,140.98,172.22,117.77,0.327,20.26,31.0,65.08
M Shahrukh Khan,M Shahrukh Khan,Bengaluru,1,24,0.0,140.98,158.33,133.24,0.0,20.26,0.0,65.08
M Shahrukh Khan,M Shahrukh Khan,Chennai,1,3,0.0,140.98,100.0,110.29,0.0,20.26,0.0,65.08
M Shahrukh Khan,M Shahrukh Khan,Delhi,2,8,0.0,140.98,125.0,139.7,0.0,20.26,10.0,65.08
M Shahrukh Khan,M Shahrukh Khan,Dharamsala,1,23,0.0,140.98,173.91,129.46,0.0,20.26,0.0,65.08
M Shahrukh Khan,M Shahrukh Khan,Guwahati,1,10,0.0,140.98,120.0,105.94,0.0,20.26,12.0,65.08
M Shahrukh Khan,M Shahrukh Khan,Hyderabad,1,3,0.0,140.98,133.33,130.53,0.0,20.26,4.0,65.08
M Shahrukh Khan,M Shahrukh Khan,Jaipur,1,8,0.0,140.98,187.5,127.06,0.0,20.26,15.0,65.08
M Shahrukh Khan,M Shahrukh Khan,Kolkata,1,9,0.0,140.98,244.44,139.66,0.0,20.26,0.0,65.08
M Shahrukh Khan,M Shahrukh Khan,Lucknow,1,12,0.0,140.98,208.33,112.83,0.0,20.26,0.0,65.08
M Shahrukh Khan,M Shahrukh Khan,Mohali,4,27,0.0,140.98,162.96,145.91,0.0,20.26,44.0,65.08
M Shahrukh Khan,M Shahrukh Khan,Mullanpur,1,4,0.0,140.98,200.0,135.45,0.0,20.26,8.0,65.08
M Shahrukh Khan,M Shahrukh Khan,Mumbai,7,163,0.893,140.98,98.77,115.79,-0.456,20.26,23.0,65.08
M Shahrukh Khan,M Shahrukh Khan,Pune,1,8,0.0,140.98,212.5,116.06,0.0,20.26,17.0,65.08
MS Dhoni,MS Dhoni,Ahmedabad,3,38,0.309,142.23,210.53,117.77,0.714,29.3,40.0,67.92
MS Dhoni,MS Dhoni,Bengaluru,1,1,0.0,142.23,100.0,133.24,0.0,29.3,0.0,67.92
MS Dhoni,MS Dhoni,Chennai,11,56,0.359,142.23,166.07,110.29,0.284,29.3,46.5,67.92
MS Dhoni,MS Dhoni,Delhi,1,2,0.0,142.23,100.0,139.7,0.0,29.3,0.0,67.92
MS Dhoni,MS Dhoni,Dharamsala,1,1,0.0,142.23,0.0,129.46,0.0,29.3,0.0,67.92
MS Dhoni,MS Dhoni,Hyderabad,1,2,0.0,142.23,50.0,130.53,0.0,29.3,0.0,67.92
MS Dhoni,MS Dhoni,Kolkata,1,3,0.0,142.23,100.0,139.66,0.0,29.3,0.0,67.92
MS Dhoni,MS Dhoni,Lucknow,1,12,0.0,142.23,258.33,112.83,0.0,29.3,0.0,67.92
MS Dhoni,MS Dhoni,Mumbai,11,214,0.944,142.23,136.45,115.79,-0.063,29.3,41.71,67.92
MS Dhoni,MS Dhoni,Pune,2,10,0.0,142.23,100.0,116.06,0.0,29.3,5.0,67.92
MS Dhoni,MS Dhoni,Visakhapatnam,1,15,0.0,142.23,200.0,130.42,0.0,29.3,0.0,67.92
Mahipal Lomror,Mahipal Lomror,Ahmedabad,1,20,0.0,146.84,80.0,117.77,0.0,17.95,8.0,62.78
Mahipal Lomror,Mahipal Lomror,Bengaluru,8,86,0.725,146.84,174.42,133.24,0.225,17.95,18.75,62.78
Mahipal Lomror,Mahipal Lomror,Delhi,1,32,0.305,146.84,187.5,139.7,0.302,17.95,0.0,62.78
Mahipal Lomror,Mahipal Lomror,Dharamsala,1,2,0.0,146.84,50.0,129.46,0.0,17.95,1.0,62.78
Mahipal Lomror,Mahipal Lomror,Hyderabad,1,5,0.0,146.84,160.0,130.53,0.0,17.95,8.0,62.78
Mahipal Lomror,Mahipal Lomror,Jaipur,1,2,0.0,146.84,50.0,127.06,0.0,17.95,1.0,62.78
Mahipal Lomror,Mahipal Lomror,Kolkata,2,12,0.0,146.84,150.0,139.66,0.0,17.95,9.0,62.78
Mahipal Lomror,Mahipal Lomror,Lucknow,1,4,0.0,146.84,75.0,112.83,0.0,17.95,3.0,62.78
Mahipal Lomror,Mahipal Lomror,Mohali,1,9,0.0,146.84,133.33,145.91,0.0,17.95,0.0,62.78
Mahipal Lomror,Mahipal Lomror,Mumbai,4,16,0.0,146.84,162.5,115.79,0.0,17.95,6.5,62.78
Mahipal Lomror,Mahipal Lomror,Pune,1,29,0.0,146.84,151.72,116.06,0.0,17.95,44.0,62.78
Manish Pandey,Manish Pandey,Ahmedabad,1,8,0.0,118.05,25.0,117.77,0.0,26.45,1.0,49.83
Manish Pandey,Manish Pandey,Bengaluru,1,39,0.31,118.05,130.77,133.24,0.104,26.45,51.0,49.83
Manish Pandey,Manish Pandey,Chennai,1,29,0.0,118.05,93.1,110.29,0.0,26.45,13.5,49.83
Manish Pandey,Manish Pandey,Delhi,4,48,0.326,118.05,114.58,139.7,-0.026,26.45,13.75,49.83
Manish Pandey,Manish Pandey,Guwahati,1,1,0.0,118.05,0.0,105.94,0.0,26.45,0.0,49.83
Manish Pandey,Manish Pandey,Hyderabad,1,28,0.0,118.05,128.57,130.53,0.0,26.45,36.0,49.83
Manish Pandey,Manish Pandey,Mumbai,7,135,0.865,118.05,114.07,115.79,-0.043,26.45,17.11,49.83
Marco Jansen,Marco Jansen,Ahmedabad,1,12,0.0,100.0,50.0,117.77,0.0,9.43,3.0,48.48
Marco Jansen,Marco Jansen,Chennai,1,23,0.0,100.0,82.61,110.29,0.0,9.43,19.0,48.48
Marco Jansen,Marco Jansen,Hyderabad,3,14,0.0,100.0,150.0,130.53,0.0,9.43,10.5,48.48
Marco Jansen,Marco Jansen,Jaipur,1,2,0.0,100.0,150.0,127.06,0.0,9.43,0.0,48.48
Marco Jansen,Marco Jansen,Kolkata,1,1,0.0,100.0,100.0,139.66,0.0,9.43,0.0,48.48
Marco Jansen,Marco Jansen,Mumbai,2,19,0.0,100.0,142.11,115.79,0.0,9.43,27.0,48.48
Marco Jansen,Marco Jansen,Pune,1,2,0.0,100.0,50.0,116.06,0.0,9.43,1.0,48.48
Marcus Stoinis,Marcus Stoinis,Ahmedabad,1,18,0.0,147.35,55.56,117.77,0.0,29.47,5.0,65.27
Marcus Stoinis,Marcus Stoinis,Bengaluru,2,46,0.321,147.35,195.65,133.24,0.394,29.47,45.0,65.27
Marcus Stoinis,Marcus Stoinis,Chennai,3,112,0.841,147.35,175.0,110.29,0.33,29.47,98.0,65.27
Marcus Stoinis,Marcus Stoinis,Hyderabad,2,32,0.305,147.35,140.62,130.53,-0.057,29.47,22.5,65.27
Marcus Stoinis,Marcus Stoinis,Jaipur,2,20,0.0,147.35,120.0,127.06,0.0,29.47,12.0,65.27
Marcus Stoinis,Marcus Stoinis,Kolkata,3,19,0.0,147.35,136.84,139.66,0.0,29.47,8.67,65.27
Marcus Stoinis,Marcus Stoinis,Lucknow,13,251,0.95,147.35,137.45,112.83,-0.113,29.47,31.36,65.27
Marcus Stoinis,Marcus Stoinis,Mohali,1,40,0.311,147.35,195.0,145.91,0.325,29.47,78.0,65.27
Marcus Stoinis,Marcus Stoinis,Mumbai,6,98,0.81,147.35,147.96,115.79,0.007,29.47,29.0,65.27
Marcus Stoinis,Marcus Stoinis,Pune,3,21,0.0,147.35,152.38,116.06,0.0,29.47,16.0,65.27
Mayank Agarwal,Mayank Agarwal,Ahmedabad,1,36,0.307,131.04,100.0,117.77,-0.324,26.24,18.0,61.17
Mayank Agarwal,Mayank Agarwal,Chennai,1,4,0.0,131.04,50.0,110.29,0.0,26.24,2.0,61.17
Mayank Agarwal,Mayank Agarwal,Delhi,1,8,0.0,131.04,87.5,139.7,0.0,26.24,7.0,61.17
Mayank Agarwal,Mayank Agarwal,Hyderabad,6,152,0.882,131.04,121.05,130.53,-0.085,26.24,30.67,61.17
Mayank Agarwal,Mayank Agarwal,Kolkata,2,35,0.306,131.04,131.43,139.66,0.003,26.24,23.0,61.17
Mayank Agarwal,Mayank Agarwal,Lucknow,1,7,0.0,131.04,114.29,112.83,0.0,26.24,8.0,61.17
Mayank Agarwal,Mayank Agarwal,Mumbai,12,200,0.93,131.04,136.0,115.79,0.054,26.24,19.43,61.17
Mayank Agarwal,Mayank Agarwal,Pune,2,50,0.332,131.04,166.0,116.06,0.376,26.24,41.5,61.17
Mitchell Marsh,Mitchell Marsh,Bengaluru,1,4,0.0,135.8,0.0,133.24,0.0,20.95,0.0,68.18
Mitchell Marsh,Mitchell Marsh,Chennai,1,4,0.0,135.8,150.0,110.29,0.0,20.95,0.0,68.18
Mitchell Marsh,Mitchell Marsh,Delhi,5,73,0.545,135.8,135.62,139.7,-0.001,20.95,19.8,68.18
Mitchell Marsh,Mitchell Marsh,Hyderabad,1,15,0.0,135.8,173.33,130.53,0.0,20.95,26.0,68.18
Mitchell Marsh,Mitchell Marsh,Jaipur,1,12,0.0,135.8,191.67,127.06,0.0,20.95,23.0,68.18
Mitchell Marsh,Mitchell Marsh,Lucknow,1,1,0.0,135.8,0.0,112.83,0.0,20.95,0.0,68.18
Mitchell Marsh,Mitchell Marsh,Mullanpur,1,14,0.0,135.8,192.86,135.45,0.0,20.95,27.0,68.18
Mitchell Marsh,Mitchell Marsh,Mumbai,8,325,0.95,135.8,136.62,115.79,0.009,20.95,44.4,68.18
Mitchell Marsh,Mitchell Marsh,Visakhapatnam,2,15,0.0,135.8,126.67,130.42,0.0,20.95,9.5,68.18
Mitchell Santner,Mitchell Santner,Ahmedabad,2,10,0.0,79.55,40.0,117.77,0.0,8.75,2.0,45.71
Mitchell Santner,Mitchell Santner,Chennai,1,1,0.0,79.55,100.0,110.29,0.0,8.75,0.0,45.71
Mitchell Santner,Mitchell Santner,Dharamsala,1,11,0.0,79.55,100.0,129.46,0.0,8.75,11.0,45.71
Mitchell Santner,Mitchell Santner,Mumbai,4,41,0.312,79.55,102.44,115.79,0.248,8.75,14.0,45.71
Moeen Ali,Moeen Ali,Ahmedabad,2,112,0.841,137.52,151.79,117.77,0.149,24.09,42.5,66.43
Moeen Ali,Moeen Ali,Bengaluru,1,9,0.0,137.52,233.33,133.24,0.0,24.09,0.0,66.43
Moeen Ali,Moeen Ali,Chennai,8,65,0.436,137.52,121.54,110.29,-0.19,24.09,13.17,66.43
Moeen Ali,Moeen Ali,Dharamsala,1,20,0.0,137.52,85.0,129.46,0.0,24.09,17.0,66.43
Moeen Ali,Moeen Ali,Jaipur,1,12,0.0,137.52,191.67,127.06,0.0,24.09,23.0,66.43
Moeen Ali,Moeen Ali,Lucknow,1,20,0.0,137.52,150.0,112.83,0.0,24.09,30.0,66.43
