match_id,year,team_a,team_b,team_a_xi,team_b_xi,venue,winner,toss_winner,bat_first
1359503,2023,CSK,SRH,Tushar Deshpande|Akash Singh|Ambati Rayudu|Ruturaj Gaikwad|Ajinkya Rahane|Devon Conway|Ravindra Jadeja|Maheesh Theekshana|Matheesha Pathirana|Moeen Ali,Marco Jansen|Bhuvneshwar Kumar|Washington Sundar|Aiden Markram|Mayank Dagar|Heinrich Klaasen|Abhishek Sharma|Umran Malik|Mayank Markande|Rahul Tripathi|Harry Brook,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,CSK,SRH
1359504,2023,LSG,GT,Marcus Stoinis|Avesh Khan|Kyle Mayers|KL Rahul|Nicholas Pooran|Naveen-ul-Haq|Krunal Pandya|Prerak Mankad|Ravi Bishnoi|Amit Mishra|Ayush Badoni,Wriddhiman Saha|Vijay Shankar|Noor Ahmad|Rahul Tewatia|Rashid Khan|Jayant Yadav|Mohit Sharma|Abhinav Manohar|Hardik Pandya|Shubman Gill|David Miller,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",GT,GT,GT
1359505,2023,MI,PBKS,Tim David|Rohit Sharma|Cameron Green|Suryakumar Yadav|Arjun Tendulkar|Hrithik Shokeen|Ishan Kishan|Nehal Wadhera|Jofra Archer|Piyush Chawla|Jason Behrendorff,Sam Curran|Rahul Chahar|M Shahrukh Khan|Nathan Ellis|Matthew Short|Jitesh Sharma|Liam Livingstone|Prabhsimran Singh|Arshdeep Singh|Atharva Taide|Harpreet Brar,"Wankhede Stadium, Mumbai",PBKS,MI,PBKS
1359506,2023,RCB,RR,Mahipal Lomror|Mohammed Siraj|Glenn Maxwell|Suyash Prabhudessai|Shahbaz Ahmed|Faf du Plessis|Dinesh Karthik|Wanindu Hasaranga|Harshal Patel|Virat Kohli|David Willey,Ravichandran Ashwin|Shimron Hetmyer|Abdul Basith|Sanju Samson|Yuzvendra Chahal|Jason Holder|Jos Buttler|Devdutt Padikkal|Trent Boult|Dhruv Jurel|Sandeep Sharma,"M.Chinnaswamy Stadium, Bengaluru",RCB,RR,RCB
1359507,2023,KKR,CSK,Sunil Narine|David Wiese|Kulwant Khejroliya|Jason Roy|Narayan Jagadeesan|Nitish Rana|Andre Russell|Umesh Yadav|Suyash Sharma|Venkatesh Iyer|Varun Chakravarthy,Tushar Deshpande|Ruturaj Gaikwad|Ajinkya Rahane|Shivam Dube|MS Dhoni|Matheesha Pathirana|Devon Conway|Ravindra Jadeja|Maheesh Theekshana|Moeen Ali|Akash Singh,"Eden Gardens, Kolkata",CSK,KKR,CSK
1359508,2023,SRH,DC,Marco Jansen|Bhuvneshwar Kumar|Washington Sundar|Aiden Markram|Heinrich Klaasen|Abhishek Sharma|Umran Malik|Mayank Markande|Rahul Tripathi|Harry Brook|T Natarajan,Manish Pandey|Mitchell Marsh|Aman Hakim Khan|Phil Salt|Anrich Nortje|Kuldeep Yadav|Sarfaraz Khan|Axar Patel|Ripal Patel|David Warner|Mukesh Kumar,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",DC,DC,DC
1359509,2023,GT,MI,Wriddhiman Saha|Vijay Shankar|Josh Little|Noor Ahmad|Rahul Tewatia|Rashid Khan|Mohit Sharma|Abhinav Manohar|Hardik Pandya|Shubman Gill|David Miller,Tim David|Rohit Sharma|Cameron Green|Suryakumar Yadav|Arjun Tendulkar|Ishan Kishan|Nehal Wadhera|Piyush Chawla|Jason Behrendorff|Kumar Kartikeya|Riley Meredith,"Narendra Modi Stadium, Motera, Ahmedabad",GT,MI,GT
1359510,2023,RCB,KKR,Mahipal Lomror|Mohammed Siraj|Glenn Maxwell|Suyash Prabhudessai|Shahbaz Ahmed|Faf du Plessis|Dinesh Karthik|Wanindu Hasaranga|Harshal Patel|Virat Kohli|David Willey,Sunil Narine|David Wiese|Jason Roy|Narayan Jagadeesan|Nitish Rana|Andre Russell|Vaibhav Arora|Umesh Yadav|Suyash Sharma|Venkatesh Iyer|Varun Chakravarthy,"M.Chinnaswamy Stadium, Bengaluru",KKR,RCB,KKR
1359511,2023,RR,CSK,Ravichandran Ashwin|Shimron Hetmyer|Sanju Samson|Yuzvendra Chahal|Jason Holder|Kuldip Yadav|Jos Buttler|Devdutt Padikkal|Adam Zampa|Dhruv Jurel|Sandeep Sharma,Tushar Deshpande|Akash Singh|Ambati Rayudu|Ruturaj Gaikwad|Ajinkya Rahane|Shivam Dube|Devon Conway|Ravindra Jadeja|Maheesh Theekshana|Matheesha Pathirana|Moeen Ali,"Sawai Mansingh Stadium, Jaipur",RR,RR,RR
1359512,2023,PBKS,LSG,Sam Curran|Rahul Chahar|Kagiso Rabada|Sikandar Raza|M Shahrukh Khan|Jitesh Sharma|Liam Livingstone|Prabhsimran Singh|Shikhar Dhawan|Atharva Taide|Arshdeep Singh,Marcus Stoinis|Avesh Khan|Kyle Mayers|Yash Thakur|KL Rahul|Nicholas Pooran|Naveen-ul-Haq|Krunal Pandya|Amit Mishra|Ravi Bishnoi|Ayush Badoni,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",LSG,KXIP,PBKS
1359513,2023,KKR,GT,Sunil Narine|David Wiese|Harshit Rana|Narayan Jagadeesan|Nitish Rana|Shardul Thakur|Andre Russell|Rahmanullah Gurbaz|Suyash Sharma|Venkatesh Iyer|Varun Chakravarthy,Wriddhiman Saha|Vijay Shankar|Mohit Sharma|Noor Ahmad|Rashid Khan|Josh Little|Mohammed Shami|Hardik Pandya|Shubman Gill|David Miller,"Eden Gardens, Kolkata",GT,GT,KKR
1359514,2023,DC,SRH,Mitchell Marsh|Manish Pandey|Phil Salt|Anrich Nortje|Kuldeep Yadav|Sarfaraz Khan|Axar Patel|Ripal Patel|David Warner|Mukesh Kumar|Priyam Garg,Bhuvneshwar Kumar|Aiden Markram|Abdul Samad|Heinrich Klaasen|Akeal Hosein|Abhishek Sharma|Umran Malik|Mayank Markande|Rahul Tripathi|Harry Brook|T Natarajan,"Arun Jaitley Stadium, Delhi",SRH,SRH,SRH
1359515,2023,CSK,PBKS,Tushar Deshpande|Akash Singh|Ruturaj Gaikwad|Shivam Dube|MS Dhoni|Devon Conway|Ravindra Jadeja|Maheesh Theekshana|Matheesha Pathirana|Moeen Ali,Sam Curran|Kagiso Rabada|Rahul Chahar|Sikandar Raza|M Shahrukh Khan|Jitesh Sharma|Liam Livingstone|Prabhsimran Singh|Shikhar Dhawan|Atharva Taide|Arshdeep Singh,"MA Chidambaram Stadium, Chepauk, Chennai",PBKS,CSK,CSK
1359516,2023,MI,RR,Tim David|Rohit Sharma|Cameron Green|Suryakumar Yadav|Ishan Kishan|Jofra Archer|Piyush Chawla|Kumar Kartikeya|Riley Meredith|Tilak Varma|Arshad Khan,Ravichandran Ashwin|Shimron Hetmyer|Kuldeep Sen|Sanju Samson|Yuzvendra Chahal|Jason Holder|Jos Buttler|Devdutt Padikkal|Trent Boult|Dhruv Jurel|Sandeep Sharma,"Wankhede Stadium, Mumbai",MI,RR,RR
1359517,2023,LSG,RCB,Marcus Stoinis|Kyle Mayers|Yash Thakur|KL Rahul|Nicholas Pooran|Naveen-ul-Haq|Krunal Pandya|Krishnappa Gowtham|Amit Mishra|Ravi Bishnoi|Ayush Badoni,Mahipal Lomror|Mohammed Siraj|Glenn Maxwell|Josh Hazlewood|Suyash Prabhudessai|Faf du Plessis|Dinesh Karthik|Wanindu Hasaranga|Karn Sharma|Virat Kohli|Anuj Rawat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RCB,RCB,RCB
1359518,2023,GT,DC,Wriddhiman Saha|Vijay Shankar|Mohit Sharma|Noor Ahmad|Rahul Tewatia|Rashid Khan|Josh Little|Abhinav Manohar|Hardik Pandya|Shubman Gill|David Miller,Manish Pandey|Rilee Rossouw|Aman Hakim Khan|Phil Salt|Anrich Nortje|Kuldeep Yadav|Ripal Patel|Axar Patel|David Warner|Priyam Garg|Khaleel Ahmed,"Narendra Modi Stadium, Motera, Ahmedabad",DC,DC,DC
1359520,2023,PBKS,MI,Sam Curran|Rahul Chahar|Nathan Ellis|Matthew Short|Jitesh Sharma|Liam Livingstone|Prabhsimran Singh|Shikhar Dhawan|Arshdeep Singh|Harpreet Brar|Rishi Dhawan,Tim David|Rohit Sharma|Cameron Green|Suryakumar Yadav|Akash Madhwal|Ishan Kishan|Jofra Archer|Piyush Chawla|Kumar Kartikeya|Tilak Varma|Arshad Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",MI,MI,PBKS
1359521,2023,SRH,KKR,Marco Jansen|Bhuvneshwar Kumar|Aiden Markram|Abdul Samad|Heinrich Klaasen|Abhishek Sharma|Mayank Markande|Rahul Tripathi|Harry Brook|Kartik Tyagi|T Natarajan,Sunil Narine|Harshit Rana|Jason Roy|Nitish Rana|Andre Russell|Shardul Thakur|Vaibhav Arora|Anukul Roy|Rahmanullah Gurbaz|Venkatesh Iyer|Varun Chakravarthy,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KKR,KKR,KKR
1359523,2023,CSK,MI,Tushar Deshpande|Ambati Rayudu|Deepak Chahar|Ruturaj Gaikwad|Ajinkya Rahane|Shivam Dube|MS Dhoni|Devon Conway|Ravindra Jadeja|Maheesh Theekshana|Matheesha Pathirana,Tim David|Rohit Sharma|Cameron Green|Suryakumar Yadav|Raghav Goyal|Akash Madhwal|Ishan Kishan|Nehal Wadhera|Jofra Archer|Piyush Chawla|Tristan Stubbs,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,CSK,MI
1359524,2023,DC,RCB,Mitchell Marsh|Rilee Rossouw|Phil Salt|Kuldeep Yadav|Axar Patel|David Warner|Mukesh Kumar|Khaleel Ahmed|Ishant Sharma,Mahipal Lomror|Mohammed Siraj|Glenn Maxwell|Josh Hazlewood|Faf du Plessis|Dinesh Karthik|Wanindu Hasaranga|Karn Sharma|Virat Kohli|Anuj Rawat|Harshal Patel,"Arun Jaitley Stadium, Delhi",DC,RCB,RCB
1359525,2023,GT,LSG,Wriddhiman Saha|Alzarri Joseph|Noor Ahmad|Rashid Khan|Mohit Sharma|Mohammed Shami|Hardik Pandya|Shubman Gill|David Miller,Marcus Stoinis|Swapnil Singh|Avesh Khan|Kyle Mayers|Yash Thakur|Nicholas Pooran|Krunal Pandya|Mohsin Khan|Quinton de Kock|Ravi Bishnoi|Ayush Badoni,"Narendra Modi Stadium, Motera, Ahmedabad",GT,LSG,GT
1359526,2023,RR,SRH,Ravichandran Ashwin|Shimron Hetmyer|Sanju Samson|Yuzvendra Chahal|Murugan Ashwin|Obed McCoy|Kuldip Yadav|Jos Buttler|Sandeep Sharma|Yashasvi Jaiswal,Marco Jansen|Bhuvneshwar Kumar|Aiden Markram|Vivrant Sharma|Abdul Samad|Heinrich Klaasen|Abhishek Sharma|Glenn Phillips|Mayank Markande|Rahul Tripathi|Anmolpreet Singh,"Sawai Mansingh Stadium, Jaipur",SRH,RR,RR
1359527,2023,KKR,PBKS,Sunil Narine|Harshit Rana|Jason Roy|Nitish Rana|Andre Russell|Shardul Thakur|Vaibhav Arora|Rahmanullah Gurbaz|Suyash Sharma|Venkatesh Iyer|Varun Chakravarthy,Sam Curran|Rahul Chahar|M Shahrukh Khan|Nathan Ellis|Jitesh Sharma|Liam Livingstone|Prabhsimran Singh|Shikhar Dhawan|Arshdeep Singh|Harpreet Brar|Rishi Dhawan,"Eden Gardens, Kolkata",KKR,KXIP,KXIP
1359528,2023,MI,RCB,Tim David|Rohit Sharma|Suryakumar Yadav|Cameron Green|Akash Madhwal|Ishan Kishan|Nehal Wadhera|Piyush Chawla|Chris Jordan|Jason Behrendorff|Kumar Kartikeya,Mahipal Lomror|Kedar Jadhav|Mohammed Siraj|Glenn Maxwell|Josh Hazlewood|Faf du Plessis|Dinesh Karthik|Wanindu Hasaranga|Harshal Patel|Virat Kohli|Anuj Rawat,"Wankhede Stadium, Mumbai",MI,MI,RCB
1359529,2023,CSK,DC,Tushar Deshpande|Ambati Rayudu|Deepak Chahar|Ruturaj Gaikwad|Ajinkya Rahane|Shivam Dube|MS Dhoni|Devon Conway|Ravindra Jadeja|Maheesh Theekshana|Matheesha Pathirana,Mitchell Marsh|Rilee Rossouw|Manish Pandey|Phil Salt|Aman Hakim Khan|Kuldeep Yadav|Ripal Patel|Axar Patel|Khaleel Ahmed|David Warner|Lalit Yadav,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,CSK,CSK
1359530,2023,KKR,RR,Sunil Narine|Harshit Rana|Jason Roy|Nitish Rana|Andre Russell|Shardul Thakur|Anukul Roy|Rahmanullah Gurbaz|Suyash Sharma|Venkatesh Iyer|Varun Chakravarthy,Ravichandran Ashwin|Sanju Samson|Yuzvendra Chahal|Joe Root|Jos Buttler|Trent Boult|KM Asif|Sandeep Sharma|Yashasvi Jaiswal,"Eden Gardens, Kolkata",RR,RR,KKR
1359531,2023,MI,GT,Tim David|Rohit Sharma|Suryakumar Yadav|Cameron Green|Akash Madhwal|Ishan Kishan|Nehal Wadhera|Piyush Chawla|Chris Jordan|Jason Behrendorff|Vishnu Vinod,Wriddhiman Saha|Vijay Shankar|Alzarri Joseph|Noor Ahmad|Rahul Tewatia|Rashid Khan|Mohit Sharma|Abhinav Manohar|Hardik Pandya|Shubman Gill|David Miller,"Wankhede Stadium, Mumbai",MI,GT,MI
1359532,2023,SRH,LSG,Bhuvneshwar Kumar|Aiden Markram|Abdul Samad|Heinrich Klaasen|Abhishek Sharma|Fazalhaq Farooqi|Glenn Phillips|Mayank Markande|Rahul Tripathi|Anmolpreet Singh|T Natarajan,Marcus Stoinis|Avesh Khan|Kyle Mayers|Yash Thakur|Nicholas Pooran|Krunal Pandya|Quinton de Kock|Ravi Bishnoi|Prerak Mankad|Amit Mishra|Yudhvir Singh,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",LSG,SRH,SRH
1359533,2023,DC,PBKS,Mitchell Marsh|Rilee Rossouw|Manish Pandey|Phil Salt|Aman Hakim Khan|Praveen Dubey|Kuldeep Yadav|Axar Patel|David Warner|Mukesh Kumar|Khaleel Ahmed,Sam Curran|Rahul Chahar|Sikandar Raza|M Shahrukh Khan|Nathan Ellis|Jitesh Sharma|Liam Livingstone|Prabhsimran Singh|Shikhar Dhawan|Arshdeep Singh|Harpreet Brar,"Arun Jaitley Stadium, Delhi",PBKS,DC,PBKS
1359534,2023,RR,RCB,Ravichandran Ashwin|Shimron Hetmyer|KM Asif|Sanju Samson|Yuzvendra Chahal|Joe Root|Adam Zampa|Jos Buttler|Devdutt Padikkal|Dhruv Jurel|Sandeep Sharma,Mahipal Lomror|Mohammed Siraj|Michael Bracewell|Glenn Maxwell|Wayne Parnell|Faf du Plessis|Dinesh Karthik|Karn Sharma|Virat Kohli|Anuj Rawat,"Sawai Mansingh Stadium, Jaipur",RCB,RCB,RCB
1359535,2023,CSK,KKR,Tushar Deshpande|Ambati Rayudu|Deepak Chahar|Ruturaj Gaikwad|Ajinkya Rahane|Shivam Dube|MS Dhoni|Devon Conway|Ravindra Jadeja|Maheesh Theekshana|Matheesha Pathirana,Sunil Narine|Harshit Rana|Jason Roy|Nitish Rana|Andre Russell|Vaibhav Arora|Shardul Thakur|Rahmanullah Gurbaz|Suyash Sharma|Venkatesh Iyer|Varun Chakravarthy,"MA Chidambaram Stadium, Chepauk, Chennai",KKR,CSK,CSK
1359536,2023,GT,SRH,Wriddhiman Saha|Noor Ahmad|Yash Dayal|Dasun Shanaka|Rahul Tewatia|Rashid Khan|Mohit Sharma|Mohammed Shami|Hardik Pandya|Shubman Gill|David Miller,Marco Jansen|Bhuvneshwar Kumar|Aiden Markram|Abdul Samad|Heinrich Klaasen|Abhishek Sharma|Fazalhaq Farooqi|Sanvir Singh|Mayank Markande|Rahul Tripathi|Anmolpreet Singh,"Narendra Modi Stadium, Motera, Ahmedabad",GT,SRH,GT
1359537,2023,LSG,MI,Marcus Stoinis|Swapnil Singh|Yash Thakur|Nicholas Pooran|Naveen-ul-Haq|Krunal Pandya|Mohsin Khan|Quinton de Kock|Prerak Mankad|Ravi Bishnoi|Deepak Hooda,Tim David|Rohit Sharma|Suryakumar Yadav|Cameron Green|Hrithik Shokeen|Akash Madhwal|Ishan Kishan|Nehal Wadhera|Piyush Chawla|Chris Jordan|Jason Behrendorff,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,MI,LSG
1359538,2023,DC,PBKS,Rilee Rossouw|Phil Salt|Prithvi Shaw|Anrich Nortje|Kuldeep Yadav|Axar Patel|David Warner|Mukesh Kumar|Khaleel Ahmed|Ishant Sharma,Sam Curran|Rahul Chahar|Kagiso Rabada|M Shahrukh Khan|Nathan Ellis|Jitesh Sharma|Liam Livingstone|Prabhsimran Singh|Shikhar Dhawan|Atharva Taide|Harpreet Brar,"Himachal Pradesh Cricket Association Stadium, Dharamsala",DC,nan,DC
1359539,2023,SRH,RCB,Bhuvneshwar Kumar|Nitish Kumar Reddy|Aiden Markram|Mayank Dagar|Heinrich Klaasen|Abhishek Sharma|Glenn Phillips|Rahul Tripathi|Harry Brook|Kartik Tyagi|T Natarajan,Mohammed Siraj|Michael Bracewell|Glenn Maxwell|Wayne Parnell|Shahbaz Ahmed|Faf du Plessis|Karn Sharma|Virat Kohli|Harshal Patel,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",RCB,RCB,SRH
1359540,2023,PBKS,RR,Sam Curran|Kagiso Rabada|Rahul Chahar|M Shahrukh Khan|Nathan Ellis|Jitesh Sharma|Liam Livingstone|Prabhsimran Singh|Shikhar Dhawan|Atharva Taide|Arshdeep Singh,Shimron Hetmyer|Navdeep Saini|Sanju Samson|Yuzvendra Chahal|Adam Zampa|Jos Buttler|Devdutt Padikkal|Trent Boult|Riyan Parag|Dhruv Jurel|Sandeep Sharma,"Himachal Pradesh Cricket Association Stadium, Dharamsala",RR,RR,PBKS
1359541,2023,DC,CSK,Aman Hakim Khan|Rilee Rossouw|Phil Salt|Prithvi Shaw|Yash Dhull|Anrich Nortje|Kuldeep Yadav|Chetan Sakariya|Axar Patel|Khaleel Ahmed|David Warner,Tushar Deshpande|Deepak Chahar|Ruturaj Gaikwad|MS Dhoni|Shivam Dube|Devon Conway|Ravindra Jadeja|Maheesh Theekshana|Matheesha Pathirana,"Arun Jaitley Stadium, Delhi",CSK,CSK,CSK
1359542,2023,KKR,LSG,Sunil Narine|Harshit Rana|Jason Roy|Nitish Rana|Andre Russell|Shardul Thakur|Vaibhav Arora|Rahmanullah Gurbaz|Suyash Sharma|Venkatesh Iyer|Varun Chakravarthy,Marcus Stoinis|Yash Thakur|Karan Sharma|Nicholas Pooran|Naveen-ul-Haq|Krunal Pandya|Mohsin Khan|Quinton de Kock|Krishnappa Gowtham|Prerak Mankad|Ravi Bishnoi,"Eden Gardens, Kolkata",LSG,KKR,LSG
1359543,2023,MI,SRH,Rohit Sharma|Cameron Green|Suryakumar Yadav|Akash Madhwal|Ishan Kishan|Piyush Chawla|Chris Jordan|Jason Behrendorff|Kumar Kartikeya,Bhuvneshwar Kumar|Nitish Kumar Reddy|Aiden Markram|Vivrant Sharma|Mayank Dagar|Heinrich Klaasen|Sanvir Singh|Umran Malik|Glenn Phillips|Harry Brook|Kartik Tyagi,"Wankhede Stadium, Mumbai",MI,MI,SRH
1359544,2023,RCB,GT,Mahipal Lomror|Mohammed Siraj|Michael Bracewell|Glenn Maxwell|Wayne Parnell|Himanshu Sharma|Faf du Plessis|Dinesh Karthik|Harshal Patel|Virat Kohli|Anuj Rawat,Wriddhiman Saha|Vijay Shankar|Noor Ahmad|Yash Dayal|Dasun Shanaka|Rahul Tewatia|Rashid Khan|Mohit Sharma|Mohammed Shami|Shubman Gill|David Miller,"M.Chinnaswamy Stadium, Bengaluru",GT,GT,RCB
1370350,2023,CSK,GT,Tushar Deshpande|Ambati Rayudu|Deepak Chahar|Ruturaj Gaikwad|Ajinkya Rahane|Shivam Dube|MS Dhoni|Devon Conway|Ravindra Jadeja|Maheesh Theekshana|Matheesha Pathirana,Wriddhiman Saha|Vijay Shankar|Noor Ahmad|Darshan Nalkande|Dasun Shanaka|Rahul Tewatia|Rashid Khan|Mohit Sharma|Mohammed Shami|Hardik Pandya|Shubman Gill,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,GT,CSK
1370351,2023,LSG,MI,Marcus Stoinis|Kyle Mayers|Yash Thakur|Nicholas Pooran|Naveen-ul-Haq|Krunal Pandya|Mohsin Khan|Krishnappa Gowtham|Prerak Mankad|Ravi Bishnoi|Ayush Badoni,Tim David|Rohit Sharma|Cameron Green|Suryakumar Yadav|Hrithik Shokeen|Akash Madhwal|Ishan Kishan|Nehal Wadhera|Piyush Chawla|Chris Jordan|Jason Behrendorff,"MA Chidambaram Stadium, Chepauk, Chennai",MI,MI,MI
1370352,2023,GT,MI,Wriddhiman Saha|Mohit Sharma|Noor Ahmad|Rashid Khan|Josh Little|Mohammed Shami|Hardik Pandya|Shubman Gill|Sai Sudharsan,Tim David|Rohit Sharma|Cameron Green|Suryakumar Yadav|Akash Madhwal|Nehal Wadhera|Piyush Chawla|Chris Jordan|Jason Behrendorff|Vishnu Vinod|Kumar Kartikeya,"Narendra Modi Stadium, Motera, Ahmedabad",GT,MI,GT
1370353,2023,GT,CSK,Wriddhiman Saha|Mohit Sharma|Noor Ahmad|Rashid Khan|Josh Little|Mohammed Shami|Hardik Pandya|Shubman Gill|Sai Sudharsan,Tushar Deshpande|Ambati Rayudu|Deepak Chahar|Ruturaj Gaikwad|Ajinkya Rahane|Shivam Dube|MS Dhoni|Devon Conway|Ravindra Jadeja|Maheesh Theekshana|Matheesha Pathirana,"Narendra Modi Stadium, Motera, Ahmedabad",CSK,CSK,GT
1422119,2024,CSK,RCB,Tushar Deshpande|Deepak Chahar|Ruturaj Gaikwad|Ajinkya Rahane|Shivam Dube|Rachin Ravindra|Daryl Mitchell|Ravindra Jadeja|Mustafizur Rahman|Maheesh Theekshana,Cameron Green|Mohammed Siraj|Alzarri Joseph|Glenn Maxwell|Yash Dayal|Mayank Dagar|Faf du Plessis|Dinesh Karthik|Karn Sharma|Rajat Patidar|Virat Kohli,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,RCB,RCB
1422120,2024,PBKS,DC,Sam Curran|Kagiso Rabada|Rahul Chahar|Jonny Bairstow|Jitesh Sharma|Liam Livingstone|Prabhsimran Singh|Shikhar Dhawan|Arshdeep Singh|Harpreet Brar|Shashank Singh,Mitchell Marsh|Abishek Porel|Sumit Kumar|Kuldeep Yadav|Rishabh Pant|Axar Patel|Shai Hope|David Warner|Tristan Stubbs|Khaleel Ahmed|Ricky Bhui,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",PBKS,PBKS,DC
1422121,2024,KKR,SRH,Sunil Narine|Ramandeep Singh|Harshit Rana|Phil Salt|Nitish Rana|Andre Russell|Mitchell Starc|Suyash Sharma|Venkatesh Iyer|Varun Chakravarthy|Rinku Singh,Marco Jansen|Bhuvneshwar Kumar|Aiden Markram|Abdul Samad|Heinrich Klaasen|Abhishek Sharma|Shahbaz Ahmed|T Natarajan|Mayank Markande|Rahul Tripathi|Pat Cummins,"Eden Gardens, Kolkata",KKR,SRH,KKR
1422122,2024,RR,LSG,Ravichandran Ashwin|Shimron Hetmyer|Avesh Khan|Sandeep Sharma|Sanju Samson|Nandre Burger|Jos Buttler|Trent Boult|Riyan Parag|Dhruv Jurel|Yuzvendra Chahal,Marcus Stoinis|Yash Thakur|KL Rahul|Nicholas Pooran|Naveen-ul-Haq|Devdutt Padikkal|Krunal Pandya|Mohsin Khan|Quinton de Kock|Ravi Bishnoi|Ayush Badoni,"Sawai Mansingh Stadium, Jaipur",RR,RR,RR
1422123,2024,GT,MI,Azmatullah Omarzai|Wriddhiman Saha|Vijay Shankar|Mohit Sharma|Spencer Johnson|Sai Kishore|Rahul Tewatia|Rashid Khan|Umesh Yadav|Shubman Gill|David Miller,Tim David|Rohit Sharma|Hardik Pandya|Ishan Kishan|Piyush Chawla|Shams Mulani|Dewald Brevis|Luke Wood|Gerald Coetzee|Naman Dhir|Jasprit Bumrah,"Narendra Modi Stadium, Motera, Ahmedabad",GT,MI,GT
1422124,2024,RCB,PBKS,Cameron Green|Mahipal Lomror|Mohammed Siraj|Alzarri Joseph|Glenn Maxwell|Yash Dayal|Mayank Dagar|Faf du Plessis|Dinesh Karthik|Rajat Patidar|Virat Kohli,Sam Curran|Kagiso Rabada|Rahul Chahar|Jonny Bairstow|Jitesh Sharma|Liam Livingstone|Prabhsimran Singh|Shikhar Dhawan|Arshdeep Singh|Harpreet Brar|Shashank Singh,"M.Chinnaswamy Stadium, Bengaluru",RCB,RCB,PBKS
